0	12.4437
0.00010101	12.3072
0.00020202	12.2008
0.00030303	12.1126
0.00040404	12.0397
0.000505051	11.9798
0.000606061	11.9309
0.000707071	11.8912
0.000808081	11.8593
0.000909091	11.8338
0.0010101	11.8136
0.00111111	11.7977
0.00121212	11.7854
0.00131313	11.7759
0.00141414	11.7686
0.00151515	11.7632
0.00161616	11.7591
0.00171717	11.7561
0.00181818	11.7539
0.00191919	11.7523
0.0020202	11.7512
0.00212121	11.7504
0.00222222	11.7498
0.00232323	11.7495
0.00242424	11.7492
0.00252525	11.749
0.00262626	11.7489
0.00272727	11.7488
0.00282828	11.7488
0.00292929	11.7488
0.0030303	11.7487
0.00313131	11.7487
0.00323232	11.7487
0.00333333	11.7487
0.00343434	11.7487
0.00353535	11.7487
0.00363636	11.7487
0.00373737	11.7487
0.00383838	11.7487
0.00393939	11.7487
0.0040404	11.7487
0.00414141	11.7487
0.00424242	11.7487
0.00434343	11.7487
0.00444444	11.7487
0.00454545	11.7487
0.00464646	11.7487
0.00474747	11.7487
0.00484848	11.7487
0.00494949	11.7487
0.00505051	11.7487
0.00515152	11.7487
0.00525253	11.7487
0.00535354	11.7487
0.00545455	11.7487
0.00555556	11.7487
0.00565657	11.7487
0.00575758	11.7487
0.00585859	11.7487
0.0059596	11.7487
0.00606061	11.7487
0.00616162	11.7487
0.00626263	11.7487
0.00636364	11.7487
0.00646465	11.7487
0.00656566	11.7487
0.00666667	11.7487
0.00676768	11.7487
0.00686869	11.7487
0.0069697	11.7487
0.00707071	11.7487
0.00717172	11.7487
0.00727273	11.7487
0.00737374	11.7487
0.00747475	11.7487
0.00757576	11.7488
0.00767677	11.7488
0.00777778	11.7488
0.00787879	11.7488
0.0079798	11.7489
0.00808081	11.7489
0.00818182	11.749
0.00828283	11.7492
0.00838384	11.7493
0.00848485	11.7496
0.00858586	11.7499
0.00868687	11.7503
0.00878788	11.7508
0.00888889	11.7514
0.0089899	11.7522
0.00909091	11.7532
0.00919192	11.7544
0.00929293	11.7558
0.00939394	11.7575
0.00949495	11.7595
0.00959596	11.7618
0.00969697	11.7645
0.00979798	11.7675
0.00989899	11.7708
0.01	11.782
