0	0
-0.0180928	0.0288615
-0.0371453	0.057723
-0.0569125	0.0865845
-0.0771685	0.115446
-0.0977057	0.144308
-0.118334	0.173169
-0.138878	0.202031
-0.159179	0.230892
-0.179094	0.259754
-0.198492	0.288615
-0.217254	0.317477
-0.235274	0.346338
-0.252457	0.3752
-0.268719	0.404061
-0.283982	0.432923
-0.298182	0.461784
-0.311258	0.490646
-0.32316	0.519507
-0.333843	0.548369
-0.343269	0.57723
-0.351405	0.606092
-0.358225	0.634953
-0.363707	0.663815
-0.367832	0.692676
-0.37059	0.721538
-0.37197	0.750399
-0.37197	0.779261
-0.37197	0.808122
-0.37197	0.836984
-0.37197	0.865845
-0.37197	0.894707
-0.37197	0.923568
-0.37197	0.95243
-0.37197	0.981291
-0.37197	1.01015
-0.37197	1.03901
-0.37197	1.06788
-0.37197	1.09674
-0.37197	1.1256
-0.37197	1.15446
-0.37197	1.18332
-0.37197	1.21218
-0.37197	1.24104
-0.37197	1.26991
-0.37197	1.29877
-0.37197	1.32763
-0.37197	1.35649
-0.37197	1.38535
-0.37197	1.41421
